file,sentence_id,before_preprocess,after_preprocess,tokens
LIPITOR.249.txt,2,"from 228 to 123, triglycerides from 180 to 79, hdl from 53 to 58, and ldl chols.","from 228 to 123, triglycerides from 180 to 79, hdl from 53 to 58, and ldl chols.","['from', '228', 'to', '123', ',', 'triglycerides', 'from', '180', 'to', '79', ',', 'hdl', 'from', '53', 'to', '58', ',', 'and', 'ldl', 'chols', '.']"
LIPITOR.249.txt,3,"from 138 to 38.
after only six weeks with very moderate exercise.",from 138 to 38. after only six weeks with very moderate exercise.,"['from', '138', 'to', '38', '.', 'after', 'only', 'six', 'weeks', 'with', 'very', 'moderate', 'exercise', '.']"
LIPITOR.25.txt,1,"Lipitor did help lower my cholestrol, but has caused other health problems not listed in the side effects.","lipitor did help lower my cholestrol, but has caused other health problems not listed in the side effects.","['lipitor', 'did', 'help', 'lower', 'my', 'cholestrol', ',', 'but', 'has', 'caused', 'other', 'health', 'problems', 'not', 'listed', 'in', 'the', 'side', 'effects', '.']"
LIPITOR.25.txt,2,"I have had digestion problems since I have started taking this, my pancreas is very swollen.","i have had digestion problems since i have started taking this, my pancreas is very swollen.","['i', 'have', 'had', 'digestion', 'problems', 'since', 'i', 'have', 'started', 'taking', 'this', ',', 'my', 'pancreas', 'is', 'very', 'swollen', '.']"
LIPITOR.25.txt,3,"I have been through every test possible, and they cannot find anything wrong with me.","i have been through every test possible, and they cannot find anything wrong with me.","['i', 'have', 'been', 'through', 'every', 'test', 'possible', ',', 'and', 'they', 'can', 'not', 'find', 'anything', 'wrong', 'with', 'me', '.']"
LIPITOR.25.txt,4,"I have lost 35 lbs, and have recently just heard that this has happened to other lipitor patients.","i have lost 35 lbs, and have recently just heard that this has happened to other lipitor patients.","['i', 'have', 'lost', '35', 'lbs', ',', 'and', 'have', 'recently', 'just', 'heard', 'that', 'this', 'has', 'happened', 'to', 'other', 'lipitor', 'patients', '.']"
LIPITOR.25.txt,5,"I stopped taking it, and feel better already!.","i stopped taking it, and feel better already!.","['i', 'stopped', 'taking', 'it', ',', 'and', 'feel', 'better', 'already', '!', '.']"
LIPITOR.25.txt,6,Please email me if you have had similiar problems.,please email me if you have had similiar problems.,"['please', 'email', 'me', 'if', 'you', 'have', 'had', 'similiar', 'problems', '.']"
LIPITOR.250.txt,1,heel pain goiing into my ankle.,heel pain goiing into my ankle.,"['heel', 'pain', 'goiing', 'into', 'my', 'ankle', '.']"
LIPITOR.250.txt,2,heel is hot and feels like i am walking on a stone.,heel is hot and feels like i am walking on a stone.,"['heel', 'is', 'hot', 'and', 'feels', 'like', 'i', 'am', 'walking', 'on', 'a', 'stone', '.']"
LIPITOR.250.txt,3,when i go off off the lipitor for a few days it gets better.,when i go off off the lipitor for a few days it gets better.,"['when', 'i', 'go', 'off', 'off', 'the', 'lipitor', 'for', 'a', 'few', 'days', 'it', 'gets', 'better', '.']"
LIPITOR.250.txt,4,i took this for 6 months 20 mg and did not have a problem,i took this for 6 months 20 milligrams and did not have a problem,"['i', 'took', 'this', 'for', '6', 'months', '20', 'milligrams', 'and', 'did', 'not', 'have', 'a', 'problem']"
LIPITOR.250.txt,5,but my coalesteral went back up to 250 even though i am not a big meat eater.,but my coalesteral went back up to 250 even though i am not a big meat eater.,"['but', 'my', 'coalesteral', 'went', 'back', 'up', 'to', '250', 'even', 'though', 'i', 'am', 'not', 'a', 'big', 'meat', 'eater', '.']"
LIPITOR.250.txt,6,iI have been on it for 4 months this time.,ii have been on it for 4 months this time.,"['ii', 'have', 'been', 'on', 'it', 'for', '4', 'months', 'this', 'time', '.']"
LIPITOR.250.txt,7,i am going off it for good and see if my foot gets better.,i am going off it for good and see if my foot gets better.,"['i', 'am', 'going', 'off', 'it', 'for', 'good', 'and', 'see', 'if', 'my', 'foot', 'gets', 'better', '.']"
LIPITOR.250.txt,8,it has bothered me for 2 months thought I had the goat.,it has bothered me for 2 months thought i had the goat.,"['it', 'has', 'bothered', 'me', 'for', '2', 'months', 'thought', 'i', 'had', 'the', 'goat', '.']"
LIPITOR.250.txt,9,I am 74 female and not a drinker or eat rich food.,i am 74 female and not a drinker or eat rich food.,"['i', 'am', '74', 'female', 'and', 'not', 'a', 'drinker', 'or', 'eat', 'rich', 'food', '.']"
LIPITOR.251.txt,1,I HAVE MUSCLE SORENESS IN MY LEFT LEG,i have muscle soreness in my left leg,"['i', 'have', 'muscle', 'soreness', 'in', 'my', 'left', 'leg']"
LIPITOR.251.txt,2,"ALSO MY HIP, PINS AND NEEDLES, INSOMNIA, NECK PAIN, NOW A SPUR IN MY RIGHT HEEL PAD, WEIGHT GAIN, TRUBLE REMEMBERING SOMETIMES, WHEN I WRITE MY HAND FEELS LIKE IT'S NOT MINE LIKE I'M","also my hip, pins and needles, insomnia, neck pain, now a spur in my right heel pad, weight gain, truble remembering sometimes, when i write my hand feels like it's not mine like i'm","['also', 'my', 'hip', ',', 'pins', 'and', 'needles', ',', 'insomnia', ',', 'neck', 'pain', ',', 'now', 'a', 'spur', 'in', 'my', 'right', 'heel', 'pad', ',', 'weight', 'gain', ',', 'truble', 'remembering', 'sometimes', ',', 'when', 'i', 'write', 'my', 'hand', 'feels', 'like', 'it', ""'s"", 'not', 'mine', 'like', 'i', ""'m""]"
LIPITOR.251.txt,3,"WATCHING SMEONE ELSES HAND, ODD FEELING THAT.","watching smeone elses hand, odd feeling that.","['watching', 'smeone', 'elses', 'hand', ',', 'odd', 'feeling', 'that', '.']"
LIPITOR.251.txt,4,"TIREDNESS, DEPRESSED AS WELL.","tiredness, depressed as well.","['tiredness', ',', 'depressed', 'as', 'well', '.']"
LIPITOR.252.txt,1,Not sure--I'm taking several medications so I don't know if the others may cause some minor side effects.,not sure--i'm taking several medications so i don't know if the others may cause some minor side effects.,"['not', 'sure', '--', ""i'm"", 'taking', 'several', 'medications', 'so', 'i', 'do', ""n't"", 'know', 'if', 'the', 'others', 'may', 'cause', 'some', 'minor', 'side', 'effects', '.']"
LIPITOR.252.txt,2,10 mg dosage lowered cholesterol from 170 to 31 from July to Nov 06!,10 milligrams dosage lowered cholesterol from 170 to 31 from july to nov 06!,"['10', 'milligrams', 'dosage', 'lowered', 'cholesterol', 'from', '170', 'to', '31', 'from', 'july', 'to', 'nov', '06', '!']"
LIPITOR.252.txt,3,I did change my diet also from almost no beef to almost entirely chicken and avoided butters/margerines.,i did change my diet also from almost no beef to almost entirely chicken and avoided butters margerines.,"['i', 'did', 'change', 'my', 'diet', 'also', 'from', 'almost', 'no', 'beef', 'to', 'almost', 'entirely', 'chicken', 'and', 'avoided', 'butters', 'margerines', '.']"
LIPITOR.252.txt,4,I am now on 5mg dosage and niaspan to raise HDL.,i am now on 5mg dosage and niaspan to raise hdl.,"['i', 'am', 'now', 'on', '5', 'mg', 'dosage', 'and', 'niaspan', 'to', 'raise', 'hdl', '.']"
LIPITOR.253.txt,1,"Extreme fatigue, muscle aches, cramps, MEMORY problems, balance problems, cold toes and feet (with NO circulatory problems) cold hands, dry throat/hoarseness, slurred speech.","extreme fatigue, muscle aches, cramps, memory problems, balance problems, cold toes and feet with no circulatory problems cold hands, dry throat hoarseness, slurred speech.","['extreme', 'fatigue', ',', 'muscle', 'aches', ',', 'cramps', ',', 'memory', 'problems', ',', 'balance', 'problems', ',', 'cold', 'toes', 'and', 'feet', 'with', 'no', 'circulatory', 'problems', 'cold', 'hands', ',', 'dry', 'throat', 'hoarseness', ',', 'slurred', 'speech', '.']"
LIPITOR.253.txt,2,"Lipitor works, but for me it was at a terrible cost to my quality of life.","lipitor works, but for me it was at a terrible cost to my quality of life.","['lipitor', 'works', ',', 'but', 'for', 'me', 'it', 'was', 'at', 'a', 'terrible', 'cost', 'to', 'my', 'quality', 'of', 'life', '.']"
LIPITOR.253.txt,3,"At first, I had no problems.","at first, i had no problems.","['at', 'first', ',', 'i', 'had', 'no', 'problems', '.']"
LIPITOR.253.txt,4,Problems began gradually and I never put it together until my GYN said STOP taking Lipitor!,problems began gradually and i never put it together until my gyn said stop taking lipitor!,"['problems', 'began', 'gradually', 'and', 'i', 'never', 'put', 'it', 'together', 'until', 'my', 'gyn', 'said', 'stop', 'taking', 'lipitor', '!']"
LIPITOR.253.txt,5,"Over this time, I gradually began to feel like an old, old lady and I was taking medication for arthritis and being tested for sorgren's syndrome.","over this time, i gradually began to feel like an old, old lady and i was taking medication for arthritis and being tested for sorgren's syndrome.","['over', 'this', 'time', ',', 'i', 'gradually', 'began', 'to', 'feel', 'like', 'an', 'old', ',', 'old', 'lady', 'and', 'i', 'was', 'taking', 'medication', 'for', 'arthritis', 'and', 'being', 'tested', 'for', 'sorgren', ""'s"", 'syndrome', '.']"
LIPITOR.253.txt,6,I was also joking about developing alzheimers but was really terrified of my memory problems and slurred speech!,i was also joking about developing alzheimers but was really terrified of my memory problems and slurred speech!,"['i', 'was', 'also', 'joking', 'about', 'developing', 'alzheimers', 'but', 'was', 'really', 'terrified', 'of', 'my', 'memory', 'problems', 'and', 'slurred', 'speech', '!']"
LIPITOR.253.txt,7,My internest never suggested it could be the lipitor.,my internest never suggested it could be the lipitor.,"['my', 'internest', 'never', 'suggested', 'it', 'could', 'be', 'the', 'lipitor', '.']"
LIPITOR.253.txt,8,I've been off 1 month and it's been like waking up from a bad dream.,i've been off 1 month and it's been like waking up from a bad dream.,"['i', ""'ve"", 'been', 'off', '1', 'month', 'and', 'it', ""'s"", 'been', 'like', 'waking', 'up', 'from', 'a', 'bad', 'dream', '.']"
LIPITOR.253.txt,9,Every day has been better.,every day has been better.,"['every', 'day', 'has', 'been', 'better', '.']"
LIPITOR.253.txt,10,I hope it continues!!,i hope it continues!!,"['i', 'hope', 'it', 'continues', '!', '!']"
LIPITOR.253.txt,11,I took CoQ10 along with it.,i took coq10 along with it.,"['i', 'took', 'coq10', 'along', 'with', 'it', '.']"
LIPITOR.253.txt,12,NEVER Again!!.,never again!!.,"['never', 'again', '!', '!', '.']"
LIPITOR.254.txt,1,Initially minor muscle pain but thought it was due to my working out.,initially minor muscle pain but thought it was due to my working out.,"['initially', 'minor', 'muscle', 'pain', 'but', 'thought', 'it', 'was', 'due', 'to', 'my', 'working', 'out', '.']"
LIPITOR.254.txt,2,After two years of use - SEVERE muscle pain in sholder and hip joints - random fluish feeling (minor muscle achs all over)- random low energy.,after two years of use - severe muscle pain in sholder and hip joints - random fluish feeling minor muscle achs all over - random low energy.,"['after', 'two', 'years', 'of', 'use', '-', 'severe', 'muscle', 'pain', 'in', 'sholder', 'and', 'hip', 'joints', '-', 'random', 'fluish', 'feeling', 'minor', 'muscle', 'achs', 'all', 'over', '-', 'random', 'low', 'energy', '.']"
LIPITOR.254.txt,3,"Within two weeks of this sudden increase in pain, I was waking me up at night in pain.","within two weeks of this sudden increase in pain, i was waking me up at night in pain.","['within', 'two', 'weeks', 'of', 'this', 'sudden', 'increase', 'in', 'pain', ',', 'i', 'was', 'waking', 'me', 'up', 'at', 'night', 'in', 'pain', '.']"
LIPITOR.254.txt,4,Pain immediately declined within a few days of stopping lipitor.,pain immediately declined within a few days of stopping lipitor.,"['pain', 'immediately', 'declined', 'within', 'a', 'few', 'days', 'of', 'stopping', 'lipitor', '.']"
LIPITOR.254.txt,5,Won't touch it.,won't touch it.,"['wo', ""n't"", 'touch', 'it', '.']"
LIPITOR.254.txt,6,I don't know how long it will take for my muscles to heal now.,i don't know how long it will take for my muscles to heal now.,"['i', 'do', ""n't"", 'know', 'how', 'long', 'it', 'will', 'take', 'for', 'my', 'muscles', 'to', 'heal', 'now', '.']"
LIPITOR.255.txt,1,"Intermittent temperature elevation, chronic diarrhea, and severe joint aches similar to abdominal flu symptoms.
Lasted the duration of my Lipitor history (6 weeks).","intermittent temperature elevation, chronic diarrhea, and severe joint aches similar to abdominal flu symptoms. lasted the duration of my lipitor history 6 weeks .","['intermittent', 'temperature', 'elevation', ',', 'chronic', 'diarrhea', ',', 'and', 'severe', 'joint', 'aches', 'similar', 'to', 'abdominal', 'flu', 'symptoms', '.', 'lasted', 'the', 'duration', 'of', 'my', 'lipitor', 'history', '6', 'weeks', '.']"
LIPITOR.255.txt,2,Of note is my history of cholecystectomy (10 years ago) and osteoarthritis.,of note is my history of cholecystectomy 10 years ago and osteoarthritis.,"['of', 'note', 'is', 'my', 'history', 'of', 'cholecystectomy', '10', 'years', 'ago', 'and', 'osteoarthritis', '.']"
LIPITOR.256.txt,1,"always feeling tired.
high priced.",always feeling tired. high priced.,"['always', 'feeling', 'tired', '.', 'high', 'priced', '.']"
LIPITOR.257.txt,1,"Muscle tightness, cramping in legs and back.","muscle tightness, cramping in legs and back.","['muscle', 'tightness', ',', 'cramping', 'in', 'legs', 'and', 'back', '.']"
LIPITOR.257.txt,2,"Problems sleeping and concentrating.
felt like I had the flu much of the time.",problems sleeping and concentrating. felt like i had the flu much of the time.,"['problems', 'sleeping', 'and', 'concentrating', '.', 'felt', 'like', 'i', 'had', 'the', 'flu', 'much', 'of', 'the', 'time', '.']"
LIPITOR.257.txt,3,Irritable.,irritable.,"['irritable', '.']"
LIPITOR.257.txt,4,I had no perceptable symptoms for about 6 months.,i had no perceptable symptoms for about 6 months.,"['i', 'had', 'no', 'perceptable', 'symptoms', 'for', 'about', '6', 'months', '.']"
LIPITOR.257.txt,5,"Since this was the only medication I was taking, I quit it and started feeling better within a week.","since this was the only medication i was taking, i quit it and started feeling better within a week.","['since', 'this', 'was', 'the', 'only', 'medication', 'i', 'was', 'taking', ',', 'i', 'quit', 'it', 'and', 'started', 'feeling', 'better', 'within', 'a', 'week', '.']"
LIPITOR.257.txt,6,It took about 3-4 weeks to completely recover from this medicine .,it took about 3-4 weeks to completely recover from this medicine .,"['it', 'took', 'about', '3', '-', '4', 'weeks', 'to', 'completely', 'recover', 'from', 'this', 'medicine', '.']"
LIPITOR.257.txt,7,"I tried other statins, but had similar bad side effects.","i tried other statins, but had similar bad side effects.","['i', 'tried', 'other', 'statins', ',', 'but', 'had', 'similar', 'bad', 'side', 'effects', '.']"
LIPITOR.258.txt,1,"sever muscle weakness with nerve damage,memory loss,red spots all over my body,hair loss,slowed speach,aphasia brain not sending messages to my muscles,shufflihg gait,unable to get out of chairs without help.","sever muscle weakness with nerve damage,memory loss,red spots all over my body,hair loss,slowed speach,aphasia brain not sending messages to my muscles,shufflihg gait,unable to get out of chairs without help.","['sever', 'muscle', 'weakness', 'with', 'nerve', 'damage', ',', 'memory', 'loss', ',', 'red', 'spots', 'all', 'over', 'my', 'body', ',', 'hair', 'loss', ',', 'slowed', 'speach', ',', 'aphasia', 'brain', 'not', 'sending', 'messages', 'to', 'my', 'muscles', ',', 'shufflihg', 'gait', ',', 'unable', 'to', 'get', 'out', 'of', 'chairs', 'without', 'help', '.']"
LIPITOR.258.txt,2,"Itook Lipitor for ten plus years 10mg then Dr raised it to 20mg and about 2 weeks latter raised it to 40mg I took 4 pills and I could not walk,get out of a chair, put my hand up to my mouth,ringing in my ears, sinus problems,I was told the pain in my back was galblader when I had it removed 20years befor.","itook lipitor for ten plus years 10mg then doctor raised it to 20mg and about 2 weeks latter raised it to 40mg i took 4 pills and i could not walk,get out of a chair, put my hand up to my mouth,ringing in my ears, sinus problems,i was told the pain in my back was galblader when i had it removed 20years befor.","['itook', 'lipitor', 'for', 'ten', 'plus', 'years', '10', 'mg', 'then', 'doctor', 'raised', 'it', 'to', '20', 'mg', 'and', 'about', '2', 'weeks', 'latter', 'raised', 'it', 'to', '40', 'mg', 'i', 'took', '4', 'pills', 'and', 'i', 'could', 'not', 'walk', ',', 'get', 'out', 'of', 'a', 'chair', ',', 'put', 'my', 'hand', 'up', 'to', 'my', 'mouth', ',', 'ringing', 'in', 'my', 'ears', ',', 'sinus', 'problems', ',', 'i', 'was', 'told', 'the', 'pain', 'in', 'my', 'back', 'was', 'galblader', 'when', 'i', 'had', 'it', 'removed', '20years', 'befor', '.']"
LIPITOR.258.txt,3,I ask my Dr about my hairloss and spots on my body&was told [Your age]whenI lost my ability to walk very far I ask my pharmacist what drug if any would cause this she said stop the Lipitor and get to your Dr a.s.a.p.,i ask my doctor about my hairloss and spots on my bodyandwas told your age wheni lost my ability to walk very far i ask my pharmacist what drug if any would cause this she said stop the lipitor and get to your doctor a.s.a.p.,"['i', 'ask', 'my', 'doctor', 'about', 'my', 'hairloss', 'and', 'spots', 'on', 'my', 'bodyandwas', 'told', 'your', 'age', 'wheni', 'lost', 'my', 'ability', 'to', 'walk', 'very', 'far', 'i', 'ask', 'my', 'pharmacist', 'what', 'drug', 'if', 'any', 'would', 'cause', 'this', 'she', 'said', 'stop', 'the', 'lipitor', 'and', 'get', 'to', 'your', 'doctor', 'a.s.a.p', '.']"
LIPITOR.258.txt,4,"I stopped the drug 5weeks ago and have been in physcle therapy for almost 5wks with some help but the weakness comes & goes from one side to the other& back again .I have aphasia intermittingly, My eyes get blury My brain is going on overload right now","i stopped the drug 5weeks ago and have been in physcle therapy for almost 5wks with some help but the weakness comes and goes from one side to the otherand back again .i have aphasia intermittingly, my eyes get blury my brain is going on overload right now","['i', 'stopped', 'the', 'drug', '5weeks', 'ago', 'and', 'have', 'been', 'in', 'physcle', 'therapy', 'for', 'almost', '5wks', 'with', 'some', 'help', 'but', 'the', 'weakness', 'comes', 'and', 'goes', 'from', 'one', 'side', 'to', 'the', 'otherand', 'back', 'again', '.i', 'have', 'aphasia', 'intermittingly', ',', 'my', 'eyes', 'get', 'blury', 'my', 'brain', 'is', 'going', 'on', 'overload', 'right', 'now']"
LIPITOR.258.txt,5,so I pray that someway some how this killer drug gets off the market befor any more trusting souls get simptoms of unsuspected side effects.,so i pray that someway some how this killer drug gets off the market befor any more trusting souls get simptoms of unsuspected side effects.,"['so', 'i', 'pray', 'that', 'someway', 'some', 'how', 'this', 'killer', 'drug', 'gets', 'off', 'the', 'market', 'befor', 'any', 'more', 'trusting', 'souls', 'get', 'simptoms', 'of', 'unsuspected', 'side', 'effects', '.']"
LIPITOR.258.txt,6,After reading all the side effects and looking back on all my proble.,after reading all the side effects and looking back on all my proble.,"['after', 'reading', 'all', 'the', 'side', 'effects', 'and', 'looking', 'back', 'on', 'all', 'my', 'proble', '.']"
LIPITOR.259.txt,1,My chloresterol was 220 and my physician prescribed Lipitor.,my chloresterol was 220 and my physician prescribed lipitor.,"['my', 'chloresterol', 'was', '220', 'and', 'my', 'physician', 'prescribed', 'lipitor', '.']"
LIPITOR.259.txt,2,I took the medication for 3 weeks before I stopped.,i took the medication for 3 weeks before i stopped.,"['i', 'took', 'the', 'medication', 'for', '3', 'weeks', 'before', 'i', 'stopped', '.']"
LIPITOR.259.txt,3,"My left side, especially my shoulder and arm, are so sore and it's been a year since I stopped taking it.","my left side, especially my shoulder and arm, are so sore and it's been a year since i stopped taking it.","['my', 'left', 'side', ',', 'especially', 'my', 'shoulder', 'and', 'arm', ',', 'are', 'so', 'sore', 'and', 'it', ""'s"", 'been', 'a', 'year', 'since', 'i', 'stopped', 'taking', 'it', '.']"
LIPITOR.259.txt,4,I'm concerned I have some kind of permanent damage to my muscles.,i'm concerned i have some kind of permanent damage to my muscles.,"['i', ""'m"", 'concerned', 'i', 'have', 'some', 'kind', 'of', 'permanent', 'damage', 'to', 'my', 'muscles', '.']"
LIPITOR.259.txt,5,I have no strength in my left arm and have a painful time lifting my own arm above my head and holding a hair dryer is a major task.,i have no strength in my left arm and have a painful time lifting my own arm above my head and holding a hair dryer is a major task.,"['i', 'have', 'no', 'strength', 'in', 'my', 'left', 'arm', 'and', 'have', 'a', 'painful', 'time', 'lifting', 'my', 'own', 'arm', 'above', 'my', 'head', 'and', 'holding', 'a', 'hair', 'dryer', 'is', 'a', 'major', 'task', '.']"
LIPITOR.259.txt,6,My left hip hurts,my left hip hurts,"['my', 'left', 'hip', 'hurts']"
LIPITOR.259.txt,7,and I can no longer sit crosslegged on the floor.,and i can no longer sit crosslegged on the floor.,"['and', 'i', 'can', 'no', 'longer', 'sit', 'crosslegged', 'on', 'the', 'floor', '.']"
LIPITOR.259.txt,8,I am very limber,i am very limber,"['i', 'am', 'very', 'limber']"
LIPITOR.259.txt,9,but I cannot sit that way anymore and cannot get up from sitting on floor without a struggle.,but i cannot sit that way anymore and cannot get up from sitting on floor without a struggle.,"['but', 'i', 'can', 'not', 'sit', 'that', 'way', 'anymore', 'and', 'can', 'not', 'get', 'up', 'from', 'sitting', 'on', 'floor', 'without', 'a', 'struggle', '.']"
LIPITOR.259.txt,10,"I wondered, at first, if I had some kind of mild stroke but found this website and realized I was right, it was the Lipitor.","i wondered, at first, if i had some kind of mild stroke but found this website and realized i was right, it was the lipitor.","['i', 'wondered', ',', 'at', 'first', ',', 'if', 'i', 'had', 'some', 'kind', 'of', 'mild', 'stroke', 'but', 'found', 'this', 'website', 'and', 'realized', 'i', 'was', 'right', ',', 'it', 'was', 'the', 'lipitor', '.']"
LIPITOR.259.txt,11,"I lowered my chloresterol by eating a bowl of oatmeal at night, for me, just changing my diet was the trick.","i lowered my chloresterol by eating a bowl of oatmeal at night, for me, just changing my diet was the trick.","['i', 'lowered', 'my', 'chloresterol', 'by', 'eating', 'a', 'bowl', 'of', 'oatmeal', 'at', 'night', ',', 'for', 'me', ',', 'just', 'changing', 'my', 'diet', 'was', 'the', 'trick', '.']"
LIPITOR.26.txt,1,Extreme fatigue and general weak feeling overall like I have never experienced EVER in my entire life before.,extreme fatigue and general weak feeling overall like i have never experienced ever in my entire life before.,"['extreme', 'fatigue', 'and', 'general', 'weak', 'feeling', 'overall', 'like', 'i', 'have', 'never', 'experienced', 'ever', 'in', 'my', 'entire', 'life', 'before', '.']"
LIPITOR.26.txt,2,"In all honestly, I feel as though my sense of well being has taken a sudden decline after taking this medication for only two weeks.","in all honestly, i feel as though my sense of well being has taken a sudden decline after taking this medication for only two weeks.","['in', 'all', 'honestly', ',', 'i', 'feel', 'as', 'though', 'my', 'sense', 'of', 'well', 'being', 'has', 'taken', 'a', 'sudden', 'decline', 'after', 'taking', 'this', 'medication', 'for', 'only', 'two', 'weeks', '.']"
LIPITOR.26.txt,3,"I intend to phone my M.D.
this morning about discontinuing this medication.",i intend to phone my m.d. this morning about discontinuing this medication.,"['i', 'intend', 'to', 'phone', 'my', 'm.d', '.', 'this', 'morning', 'about', 'discontinuing', 'this', 'medication', '.']"
LIPITOR.260.txt,1,"involuntary movements,muscles aches specially in back of legs, muscle weakness,, knee pain, neck pain,headaches,concentrating, blurred vision,back pain,difficulty to walk,I stop it since 10 days but i don t fell better do u know how long it take to be better?
and what is possible to do?","involuntary movements,muscles aches specially in back of legs, muscle weakness,, knee pain, neck pain,headaches,concentrating, blurred vision,back pain,difficulty to walk,i stop it since 10 days but i don t fell better do you know how long it take to be better? and what is possible to do?","['involuntary', 'movements', ',', 'muscles', 'aches', 'specially', 'in', 'back', 'of', 'legs', ',', 'muscle', 'weakness', ',', ',', 'knee', 'pain', ',', 'neck', 'pain', ',', 'headaches', ',', 'concentrating', ',', 'blurred', 'vision', ',', 'back', 'pain', ',', 'difficulty', 'to', 'walk', ',', 'i', 'stop', 'it', 'since', '10', 'days', 'but', 'i', 'don', 't', 'fell', 'better', 'do', 'you', 'know', 'how', 'long', 'it', 'take', 'to', 'be', 'better', '?', 'and', 'what', 'is', 'possible', 'to', 'do', '?']"
LIPITOR.260.txt,2,hope to have answer.,hope to have answer.,"['hope', 'to', 'have', 'answer', '.']"
LIPITOR.260.txt,3,8 mois lipitor 40 mg.,8 mois lipitor 40 milligrams.,"['8', 'mois', 'lipitor', '40', 'milligrams', '.']"
LIPITOR.261.txt,1,"fatigue and extremely high sleep requirement,pain and loss of support in calf musells, unable to walk,vertigo like attacks at night while in bed, loss of any sex drive(not complaining),ability to think ahead improving,.
add on to 11/8/2006 report, been off lipitor for about 27 days sleep requirement went from 14 hrs to 8 ,still some fatique leg support weak but able to walk general mussel weakness persists with mild improvement,vertigo decreased no attacks balance not as good as it use to be, hope some more of my energy returns, exercise sessions indicate a recovery to 29% from 5% relating to pre attack exercise levels.","fatigue and extremely high sleep requirement,pain and loss of support in calf musells, unable to walk,vertigo like attacks at night while in bed, loss of any sex drive not complaining ,ability to think ahead improving,. add on to 11 8 2006 report, been off lipitor for about 27 days sleep requirement went from 14 hrs to 8 ,still some fatique leg support weak but able to walk general mussel weakness persists with mild improvement,vertigo decreased no attacks balance not as good as it use to be, hope some more of my energy returns, exercise sessions indicate a recovery to 29 from 5 relating to pre attack exercise levels.","['fatigue', 'and', 'extremely', 'high', 'sleep', 'requirement', ',', 'pain', 'and', 'loss', 'of', 'support', 'in', 'calf', 'musells', ',', 'unable', 'to', 'walk', ',', 'vertigo', 'like', 'attacks', 'at', 'night', 'while', 'in', 'bed', ',', 'loss', 'of', 'any', 'sex', 'drive', 'not', 'complaining', ',', 'ability', 'to', 'think', 'ahead', 'improving', ',', '.', 'add', 'on', 'to', '11', '8', '2006', 'report', ',', 'been', 'off', 'lipitor', 'for', 'about', '27', 'days', 'sleep', 'requirement', 'went', 'from', '14', 'hrs', 'to', '8', ',', 'still', 'some', 'fatique', 'leg', 'support', 'weak', 'but', 'able', 'to', 'walk', 'general', 'mussel', 'weakness', 'persists', 'with', 'mild', 'improvement', ',', 'vertigo', 'decreased', 'no', 'attacks', 'balance', 'not', 'as', 'good', 'as', 'it', 'use', 'to', 'be', ',', 'hope', 'some', 'more', 'of', 'my', 'energy', 'returns', ',', 'exercise', 'sessions', 'indicate', 'a', 'recovery', 'to', '29', 'from', '5', 'relating', 'to', 'pre', 'attack', 'exercise', 'levels', '.']"
LIPITOR.262.txt,1,"GRADUAL BUT SIGNIFICANT INCREASE IN SLEEP REQUIREMENT AND ENERGY LOSS,LOSS OF CALF SUPPORT IN LEGS,VERTIGO LIKE EPISODES,COMPLAINTS TO DOCTORS WERE TO NO AVAIL, CONVINCED ME IN ERROR.","gradual but significant increase in sleep requirement and energy loss,loss of calf support in legs,vertigo like episodes,complaints to doctors were to no avail, convinced me in error.","['gradual', 'but', 'significant', 'increase', 'in', 'sleep', 'requirement', 'and', 'energy', 'loss', ',', 'loss', 'of', 'calf', 'support', 'in', 'legs', ',', 'vertigo', 'like', 'episodes', ',', 'complaints', 'to', 'doctors', 'were', 'to', 'no', 'avail', ',', 'convinced', 'me', 'in', 'error', '.']"
LIPITOR.262.txt,2,"AFTER GOING OFF THAT GARBAGE WITH IN TEN DAYS SLEEP REQMT WENT FR 12 TO 7 HOURS, ENERGY LEVEL INCREASED DRAMATICALLY, LEG PAIN WENT AWAY, STRENGTH IS RETURNING, VERTIGO LIKE SYMPTONS DECREASING, LOOKING TO JOIN CLASS ACTION SUITE.","after going off that garbage with in ten days sleep reqmt went fr 12 to 7 hours, energy level increased dramatically, leg pain went away, strength is returning, vertigo like symptons decreasing, looking to join class action suite.","['after', 'going', 'off', 'that', 'garbage', 'with', 'in', 'ten', 'days', 'sleep', 'reqmt', 'went', 'fr', '12', 'to', '7', 'hours', ',', 'energy', 'level', 'increased', 'dramatically', ',', 'leg', 'pain', 'went', 'away', ',', 'strength', 'is', 'returning', ',', 'vertigo', 'like', 'symptons', 'decreasing', ',', 'looking', 'to', 'join', 'class', 'action', 'suite', '.']"
LIPITOR.263.txt,1,Aches and pains everywhere.,aches and pains everywhere.,"['aches', 'and', 'pains', 'everywhere', '.']"
LIPITOR.263.txt,2,Gradually diminished mental acuity and felt depressed.,gradually diminished mental acuity and felt depressed.,"['gradually', 'diminished', 'mental', 'acuity', 'and', 'felt', 'depressed', '.']"
LIPITOR.263.txt,3,Side effects came on slowly so I did not think it was the statin for quite a while.,side effects came on slowly so i did not think it was the statin for quite a while.,"['side', 'effects', 'came', 'on', 'slowly', 'so', 'i', 'did', 'not', 'think', 'it', 'was', 'the', 'statin', 'for', 'quite', 'a', 'while', '.']"
